original,correct,incorrect,idiom
"Se não retomar os investimentos públicos, especialmente em educação, ciência e tecnologia, e não resgatar milhões de desempregados para o mercado de trabalho e o consumo, começando por um Programa Nacional de Renda Mínima, em poucos anos o Brasil perderá a capacidade de reagir e quebrar o círculo vicioso do empobrecimento.","Se não retomar os investimentos públicos, especialmente em educação, ciência e tecnologia, e não resgatar milhões de desempregados para o mercado de trabalho e o consumo, começando por um Programa Nacional de Renda Mínima, em poucos anos o Brasil perderá a capacidade de reagir e quebrar o ciclo vicioso do empobrecimento.","Se não retomar os investimentos públicos, especialmente em educação, ciência e tecnologia, e não resgatar milhões de desempregados para o mercado de trabalho e o consumo, começando por um Programa Nacional de Renda Mínima, em poucos anos o Brasil perderá a capacidade de reagir e quebrar o circunferência viciada do empobrecimento.",círculo vicioso
"Então quisemos que a faculdade tivesse esse olhar diferente, e ela aceitou o desafio e está brilhantemente, dando aulas, trazendo cursos, porque queremos que o preso rompa o círculo vicioso e se conseguirmos que o preso rompa o círculo, a família dele vai mudar, são gerações que estamos mudando com o projeto.”","Então quisemos que a faculdade tivesse esse olhar diferente, e ela aceitou o desafio e está brilhantemente, dando aulas, trazendo cursos, porque queremos que o preso rompa o ciclo vicioso e se conseguirmos que o preso rompa o círculo, a família dele vai mudar, são gerações que estamos mudando com o projeto.”","Então quisemos que a faculdade tivesse esse olhar diferente, e ela aceitou o desafio e está brilhantemente, dando aulas, trazendo cursos, porque queremos que o preso rompa o circunferência viciada e se conseguirmos que o preso rompa o círculo, a família dele vai mudar, são gerações que estamos mudando com o projeto.”",círculo vicioso
"Se não deixarmos de lado o círculo vicioso da autoincriminação constante, entramos num ciclo do qual é difícil sair, alertam os especialistas. ","Se não deixarmos de lado o ciclo vicioso da autoincriminação constante, entramos num ciclo do qual é difícil sair, alertam os especialistas. ","Se não deixarmos de lado o circunferência viciada da autoincriminação constante, entramos num ciclo do qual é difícil sair, alertam os especialistas. ",círculo vicioso
"Então, acho que se não tiver um acompanhamento e até um oferecimento de oportunidades para essa adolescente, é até complicado sair desse círculo vicioso.","Então, acho que se não tiver um acompanhamento e até um oferecimento de oportunidades para essa adolescente, é até complicado sair desse ciclo vicioso.","Então, acho que se não tiver um acompanhamento e até um oferecimento de oportunidades para essa adolescente, é até complicado sair desse circunferência viciada.",círculo vicioso
"Daí surge o círculo vicioso do racismo: escolas desiguais por raça, conteúdo e comportamento racista entre as crianças e, consequentemente, na fase adulta.","Daí surge o ciclo vicioso do racismo: escolas desiguais por raça, conteúdo e comportamento racista entre as crianças e, consequentemente, na fase adulta.","Daí surge o circunferência viciada do racismo: escolas desiguais por raça, conteúdo e comportamento racista entre as crianças e, consequentemente, na fase adulta.",círculo vicioso
"Com isto, mantém-se o círculo vicioso do racismo.","Com isto, mantém-se o ciclo vicioso do racismo.","Com isto, mantém-se o circunferência viciada do racismo.",círculo vicioso
"Em 2018 um grupo de cidadãos decidiu que este círculo vicioso devia terminar, pondo fim a monolitismos e monopólios.","Em 2018 um grupo de cidadãos decidiu que este ciclo vicioso devia terminar, pondo fim a monolitismos e monopólios.","Em 2018 um grupo de cidadãos decidiu que este circunferência viciada devia terminar, pondo fim a monolitismos e monopólios.",círculo vicioso
"A relação do doente crónico com cronicidade, multimorbilidade, fragilidade e dependência constitui por si só um círculo vicioso interdependente e dinâmico, com outcomes indesejáveis, como aumento da despesa, diminuição da produtividade, aumento do consumo dos serviços de saúde, perda de autonomia, aumento da dependência e de morte antecipada.","A relação do doente crónico com cronicidade, multimorbilidade, fragilidade e dependência constitui por si só um ciclo vicioso interdependente e dinâmico, com outcomes indesejáveis, como aumento da despesa, diminuição da produtividade, aumento do consumo dos serviços de saúde, perda de autonomia, aumento da dependência e de morte antecipada.","A relação do doente crónico com cronicidade, multimorbilidade, fragilidade e dependência constitui por si só um circunferência viciada interdependente e dinâmico, com outcomes indesejáveis, como aumento da despesa, diminuição da produtividade, aumento do consumo dos serviços de saúde, perda de autonomia, aumento da dependência e de morte antecipada.",círculo vicioso
"Na avaliação do Sindicato Nacional dos Procuradores da Fazenda Nacional, os parcelamentos especiais premiam devedores e incentivam um círculo vicioso prejudicial para as administrações. ","Na avaliação do Sindicato Nacional dos Procuradores da Fazenda Nacional, os parcelamentos especiais premiam devedores e incentivam um ciclo vicioso prejudicial para as administrações. ","Na avaliação do Sindicato Nacional dos Procuradores da Fazenda Nacional, os parcelamentos especiais premiam devedores e incentivam um circunferência viciada prejudicial para as administrações. ",círculo vicioso
"Para manter altos índices produtivos, são necessários cada vez mais insumos externos. Isso gera um círculo vicioso, no qual, embora se aumente a produtividade, o custo ambiental fica cada vez mais elevado”, afirma o coordenador do estudo, Júlio César dos Reis, pesquisador da Embrapa Agrossilvipastoril (MT).","Para manter altos índices produtivos, são necessários cada vez mais insumos externos. Isso gera um ciclo vicioso, no qual, embora se aumente a produtividade, o custo ambiental fica cada vez mais elevado”, afirma o coordenador do estudo, Júlio César dos Reis, pesquisador da Embrapa Agrossilvipastoril (MT).","Para manter altos índices produtivos, são necessários cada vez mais insumos externos. Isso gera um circunferência viciada, no qual, embora se aumente a produtividade, o custo ambiental fica cada vez mais elevado”, afirma o coordenador do estudo, Júlio César dos Reis, pesquisador da Embrapa Agrossilvipastoril (MT).",círculo vicioso
"Na prática, cria-se um círculo vicioso porque, a despeito de existirem hipóteses em que se faz possível a contratação direta (artigos 72 e seguintes da nova Lei de Licitações), e de os órgãos de controle terem de considerar ""as consequências práticas da decisão"", o medo do gestor de ser mal interpretado pode gerar inércia administrativa, cujas consequências práticas são igualmente nefastas. ","Na prática, cria-se um ciclo vicioso porque, a despeito de existirem hipóteses em que se faz possível a contratação direta (artigos 72 e seguintes da nova Lei de Licitações), e de os órgãos de controle terem de considerar ""as consequências práticas da decisão"", o medo do gestor de ser mal interpretado pode gerar inércia administrativa, cujas consequências práticas são igualmente nefastas. ","Na prática, cria-se um circunferência viciada porque, a despeito de existirem hipóteses em que se faz possível a contratação direta (artigos 72 e seguintes da nova Lei de Licitações), e de os órgãos de controle terem de considerar ""as consequências práticas da decisão"", o medo do gestor de ser mal interpretado pode gerar inércia administrativa, cujas consequências práticas são igualmente nefastas. ",círculo vicioso
Um círculo vicioso que vai perpetuando as dores da alma.,Um ciclo vicioso que vai perpetuando as dores da alma.,Um circunferência viciada que vai perpetuando as dores da alma.,círculo vicioso
"Sim, a esperança de alcançar o conhecimento, a formação, a profissão ou a posição com que se sonha, quebrando o círculo vicioso das gerações anteriores.","Sim, a esperança de alcançar o conhecimento, a formação, a profissão ou a posição com que se sonha, quebrando o ciclo vicioso das gerações anteriores.","Sim, a esperança de alcançar o conhecimento, a formação, a profissão ou a posição com que se sonha, quebrando o circunferência viciada das gerações anteriores.",círculo vicioso
"Então, entra-se aqui num círculo vicioso de pobreza, porque as pessoas muitas vezes chegam a um ponto em que não têm nada a perder.","Então, entra-se aqui num ciclo vicioso de pobreza, porque as pessoas muitas vezes chegam a um ponto em que não têm nada a perder.","Então, entra-se aqui num circunferência viciada de pobreza, porque as pessoas muitas vezes chegam a um ponto em que não têm nada a perder.",círculo vicioso
Esse círculo vicioso certamente tem que ser quebrado.,Esse ciclo vicioso certamente tem que ser quebrado.,Esse circunferência viciada certamente tem que ser quebrado.,círculo vicioso
"Por essa razão, as maisons não abandonam a tradição, mesmo se alguns nomes, como Jean Paul Gaultier, que mantem sua atividade de alta-costura, ou ainda o libanês Elie Saab,decidiram pular essa temporada.","Por essa razão, as maisons não abandonam a tradição, mesmo se alguns nomes, como Jean Paul Gaultier, que mantem sua atividade de roupa exclusivas, ou ainda o libanês Elie Saab,decidiram pular essa temporada.","Por essa razão, as maisons não abandonam a tradição, mesmo se alguns nomes, como Jean Paul Gaultier, que mantem sua atividade de conjunto dos grandes costureiros, ou ainda o libanês Elie Saab,decidiram pular essa temporada.",alta-costura
"O segundo fator é que para as grandes grifes francesas, como Chanel ou Dior, ter uma grande divisão de alta-costura é muito importante em termos de estratégia geral, o fato é que suas atividades de alta-costura cresceram muito.","O segundo fator é que para as grandes grifes francesas, como Chanel ou Dior, ter uma grande divisão de roupa exclusivas é muito importante em termos de estratégia geral, o fato é que suas atividades de roupa exclusivas cresceram muito.","O segundo fator é que para as grandes grifes francesas, como Chanel ou Dior, ter uma grande divisão de conjunto dos grandes costureiros é muito importante em termos de estratégia geral, o fato é que suas atividades de conjunto dos grandes costureiros cresceram muito.",alta-costura
"Até o momento, a Fendi só tem apresentado sua coleção de alta-costura uma vez por ano, em julho.","Até o momento, a Fendi só tem apresentado sua coleção de roupa exclusivas uma vez por ano, em julho.","Até o momento, a Fendi só tem apresentado sua coleção de conjunto dos grandes costureiros uma vez por ano, em julho.",alta-costura
